ticker,name,price,marketcap,volume,volumeavg,priceopen,low,high,close,change,changepct,closeyest,date,high52,low52,beta,shares,pe,eps,sector,industry,description,exchange,ceo,country,ipodate,isEtf,isFund,isActive,web_url,image,currency,employees,city,state,phone,address,dividend_yield,fetched_at
F,Ford Motor Company,13.57,54072279040,215610834,51071691,11.97,11.97,13.94,13.57,1.58,13.1776,11.99,2026-05-13,14.8,9.88,1.664,3913840554,7.3272533,-1.55,Consumer Cyclical,Auto Manufacturers,"Ford Motor Company develops, delivers, and services Ford trucks, sport utility vehicles, commercial vans and cars, and Lincoln luxury vehicles in the United States, Canada, the United Kingdom, Mexico, and internationally. It operates through Ford Blue, Ford Model e, Ford Pro, and Ford Credit segments. The company sells Ford and Lincoln internal combustion engine and hybrid vehicles, electric vehicles, service parts, accessories, and digital services for retail customers; develops EV and digital vehicle technologies, and software; and provides telematics and EV charging solutions. It also sells Ford and Lincoln vehicles, service parts, and accessories through distributors and dealers, as well as through dealerships to commercial fleet customers, daily rental car companies, and governments. In addition, it engages in vehicle-related financing and leasing activities to and through automotive dealers. Further, the company provides retail installment sale contracts for new and used vehicles",NYQ,Mr. James Duncan Farley Jr.,United States,,FALSE,FALSE,TRUE,https://www.ford.com,,USD,168000,Dearborn,MI,313 322 3000,One American Road,5.0,2026-05-13T22:58:54
GE,GE Aerospace,294.71,307921747968,3062868,5989466,295.97,291.31,298.4,294.71,-2.740000000000009,-0.9212,297.45,2026-05-13,348.48,220.45,1.352,1043337235,36.564514,8.06,Industrials,Aerospace & Defense,"General Electric Company, doing business as GE Aerospace, designs and produces commercial and defense aircraft engines, integrated engine components, electric power, and aircraft systems. The company operates through two segments, Commercial Engines & Services, and Defense & Propulsion Technologies. The Commercial Engines & Services segment designs, develops, manufactures, maintenance, repair, and overhaul (MRO) services of jet engines and sale of spare parts for commercial airframes, business aviation, and aeroderivative applications. The Defense & Propulsion Technologies designs, develops, manufactures, and services jet engines and avionics and power systems for governments, militaries, and commercial airframers, as well as MRO of engines and the sale of spare parts. This segment also offers aircraft components and systems, such as small turboprop engines, aeroengine mechanical transmissions, turbines, combustors and controls, additive manufacturing, propeller systems, ignition syste",NYQ,Mr. H. Lawrence Culp Jr.,United States,,FALSE,FALSE,TRUE,https://www.geaerospace.com,,USD,57000,Evendale,OH,(513) 243-2000,1 Neumann Way,0.63,2026-05-13T22:58:54
CAT,Caterpillar Inc.,902.3,415592120320,1892032,2560658,912.5,897.38,922.99,902.3,-9.840000000000032,-1.0788,912.14,2026-05-13,931.35,336.24,1.625,460591983,44.95765,20.07,Industrials,Farm & Heavy Construction Machinery,"Caterpillar Inc. provides construction and mining equipment, off-highway diesel and natural gas engines, industrial gas turbines, and diesel-electric locomotives in the United States and internationally. The Construction Industries segment offers asphalt pavers, cold planers, compactors, forestry machines, material handlers, motor graders, pipelayers, road reclaimers, telehandlers, track-type tractors, and track and wheel excavators; backhoe, compact track, skid steer, track-type, and wheel loaders; and related parts and work tools. Its Resource Industries segment provides electric rope and hydraulic shovels, draglines, rotary drills, hard rock vehicles, mining trucks, wheel loaders, off-highway and articulated trucks, wide-body trucks, wheel tractor scrapers and dozers, and landfill and soil compactors; machinery components, and wear and maintenance components; and technology products and services for fleet management, equipment management analytics, autonomous machine capabilities, s",NYQ,,United States,,FALSE,FALSE,TRUE,https://www.caterpillar.com,,USD,118000,Irving,TX,972 891 7700,5205 N. O'Connor Boulevard,0.66,2026-05-13T22:58:54
RTX,RTX Corporation,178.11,239857778688,2922793,5783251,177.77,175.2974,179.44,178.11,-0.7799999999999727,-0.436,178.89,2026-05-13,214.5,129.11,0.301,1346683428,33.41651,5.33,Industrials,Aerospace & Defense,"RTX Corporation, an aerospace and defense company, provides systems and services for commercial, military, and government customers worldwide. It operates through three segments: Collins Aerospace (Collins), Pratt & Whitney, and Raytheon. The Collins segment offers aerospace and defense products, and aftermarket services for civil and military aircraft manufacturers and commercial airlines, as well as regional, business, and general aviation, defense, and commercial space operations. This segment designs, manufactures, and supplies electric power generation and management and distribution, environmental control, flight control, air data and aircraft sensing, engine control, and engine nacelle systems, as well as engine components; cabin interiors, including seating, oxygen, food and beverage preparation, storage and galley, lavatory, and wastewater management systems; connected aviation solutions and services; and systems solutions for connected battlespace, test and training range sys",NYQ,Mr. Christopher T. Calio J.D.,United States,,FALSE,FALSE,TRUE,https://www.rtx.com,,USD,180000,Arlington,VA,781 522 3000,1000 Wilson Boulevard,1.55,2026-05-13T22:58:54
HON,Honeywell International Inc.,217.96,138111041536,3345805,3762365,217.95,215.97,219.43,217.96,-0.5799999999999841,-0.2654,218.54,2026-05-13,248.18,186.76,0.811,633653119,34.8736,6.25,Industrials,Conglomerates,"Honeywell International Inc. engages in the aerospace technologies, industrial automation, building automation, and energy and sustainable solutions businesses in the United States, Europe, and internationally. The company's Aerospace Technologies segment offers auxiliary power units, propulsion engines, integrated avionics, connectivity services, electric power systems, management and technical services, environmental control and electric power systems, engine controls, flight safety, communications, navigation hardware, data and software applications, radar and surveillance systems, aircraft lighting, advanced systems and instruments, satellite and space components, and aircraft wheels and brakes; thermal systems; and spare parts; repair, overhaul, and maintenance services. Its Industrial Automation segment provides automation control and instrumentation products and services; smart energy products; sensing technologies with custom-engineered sensors and services; gas detection techn",NMS,Mr. Vimal M. Kapur,United States,,FALSE,FALSE,TRUE,https://www.honeywell.com,,USD,101000,Charlotte,NC,704-627-6200,855 South Mint Street,2.18,2026-05-13T22:58:54
UNP,Union Pacific Corporation,264.65,157126197248,1376046,2951915,265.17,263.84,268.59,264.65,-0.9500000000000455,-0.3577,265.6,2026-05-13,274.79,210.84,0.994,593713213,21.799833,12.14,Industrials,Railroads,"Union Pacific Corporation, through its subsidiary, Union Pacific Railroad Company, operates in the railroad business in the United States. It offers transportation services for grain and grain products, fertilizers, food and refrigerated products, and coal and renewables to grain processors, animal feeders, and ethanol and renewable biofuel producers; and construction products, industrial chemicals, plastics, forest products, specialized products, metals and ores, petroleum, liquid petroleum gases, soda ash, and sand, as well as finished automobiles, automotive parts, and merchandise in intermodal containers. The company was founded in 1862 and is headquartered in Omaha, Nebraska.",NYQ,Mr. Vincenzo James Vena,United States,,FALSE,FALSE,TRUE,https://www.up.com,,USD,28647,Omaha,NE,402 544 5000,1400 Douglas Street,2.08,2026-05-13T22:58:54
BA,The Boeing Company,240.6,189665542144,7248637,6565895,237.23,234.4,242.26,240.6,3.7299999999999898,1.5747,236.87,2026-05-13,254.35,176.77,1.207,788302331,95.098816,2.53,Industrials,Aerospace & Defense,"The Boeing Company, together with its subsidiaries, designs, develops, manufactures, sells, services, and supports commercial jetliners, military aircraft, satellites, missile defense, human space flight and launch systems, and services worldwide. The company operates through three segments: Commercial Airplanes; Defense, Space & Security; and Global Services. The Commercial Airplanes segment develops, produces, and markets commercial jet aircraft for passenger and cargo requirements. The Defense, Space & Security segment engages in the research, development, production, and modification of manned and unmanned military aircraft and weapons systems; strategic defense and intelligence systems, which include strategic missile and defense systems, command, control, communications, computers, intelligence, surveillance and reconnaissance, cyber and information solutions, and intelligence systems; and satellite systems, such as government and commercial satellites, and space exploration. The",NYQ,Mr. Robert K. Ortberg,United States,,FALSE,FALSE,TRUE,https://www.boeing.com,,USD,182000,Arlington,VA,703-465-3500,929 Long Bridge Drive,0.0,2026-05-13T22:58:54
LMT,Lockheed Martin Corporation,519.94,119879245824,664784,1587270,517.47,510.785,520.87,519.94,-1.0599999999999454,-0.2035,521.0,2026-05-13,692.0,410.11,0.1,230563608,25.203104,20.63,Industrials,Aerospace & Defense,"Lockheed Martin Corporation, an aerospace and defense company, engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services in the United States, Europe, Asia, the Middle East, and internationally. The company operates through four segments: Aeronautics; Missiles and Fire Control (MFC); Rotary and Mission Systems (RMS); and Space. The Aeronautics segment offers combat and air mobility aircraft, unmanned air vehicles, and related technologies. The MFC segment provides air and missile defense systems; tactical missiles and precision strike weapon systems; logistics; fire control systems; mission operations support, readiness, engineering support, and integration services; and ground vehicles. The RMS segment offers military and commercial helicopters, surface ships, sea and land-based missile defense systems, radar and laser systems, sea and air-based mission and combat systems, command and control mission solutions",NYQ,Mr. James D. Taiclet Jr.,United States,,FALSE,FALSE,TRUE,https://www.lockheedmartin.com,,USD,123000,Bethesda,MD,301 897 6000,6801 Rockledge Drive,2.65,2026-05-13T22:58:54
DE,Deere & Company,580.65,156837806080,546064,1399363,588.34,580.16,591.01,580.65,-8.540000000000077,-1.4494,589.19,2026-05-13,674.19,433.0,0.969,270107282,32.74958,17.73,Industrials,Farm & Heavy Construction Machinery,"Deere & Company engages in the manufacture and distribution of various equipment worldwide. The company operates through four segments: Production and Precision Agriculture, Small Agriculture and Turf, Construction and Forestry, and Financial Services. The Production and Precision Agriculture segment provides four-wheel-drive track and row crop tractors, harvesters, cotton pickers and strippers, sugarcane harvesters and loaders, soil preparation, tillage, seeding, and crop care equipment, as well as application equipment, including sprayers and nutrient management, soil preparation machinery, and related attachments and service parts. The Small Agriculture and Turf segment offers specialty, utility, and compact tractors; self-propelled forage harvesters and attachments; rotary mowers, hay and forage equipment, and utility vehicles; turf and utility equipment, including riding lawn, commercial mowing, and golf course equipment, and utility vehicles, as well as implements for mowing, til",NYQ,Mr. John C. May II,United States,,FALSE,FALSE,TRUE,https://www.deere.com/en,,USD,73100,Moline,IL,309 765 8000,One John Deere Place,1.1,2026-05-13T22:58:54
UPS,"United Parcel Service, Inc.",98.45,83683115008,3155730,6253216,98.28,98.01,99.23,98.45,0.010000000000005116,0.0102,98.44,2026-05-13,122.41,82.0,1.049,746581816,15.930421,6.18,Industrials,Integrated Freight & Logistics,"United Parcel Service, Inc., a package delivery and logistics provider, offers transportation and delivery services. It operates through two segments, U.S. Domestic Package and International Package. The U.S. Domestic Package segment offers time-definite delivery services for express letters, documents, packages and palletized freight through air and ground services. The International Package segment provides small package operations in Europe, the Middle East and Africa, Canada and Latin America, and Asia. The company offers a range of guaranteed day- and time-definite international transportation services; day-definite services; cross-border ground package delivery; contract-only, e-commerce solutions for non-urgent, and cross-border shipments; and international service for urgent and palletized shipments. It also provides international air and ocean freight forwarding, contract logistics, customs brokerage and insurance, mail services, healthcare logistics, distribution, and post-sa",NYQ,Ms. Carol B. Tome,United States,,FALSE,FALSE,TRUE,https://www.ups.com,,USD,460000,Atlanta,GA,404 828 6000,"55 Glenlake Parkway, N.E.",6.66,2026-05-13T22:58:54
ETN,Eaton Corporation plc,406.94,158014799872,2315754,2628533,406.17,400.5593,409.6,406.94,5.410000000000025,1.3473,401.53,2026-05-13,435.43,311.9,1.24,388300000,39.740234,10.24,Industrials,Specialty Industrial Machinery,"Eaton Corporation plc operates as a power management company in the United States, Canada, Latin America, Europe, and the Asia Pacific. The company operates through Electrical Americas, Electrical Global, Aerospace, Vehicle, and eMobility segments. It offers electrical components, industrial components, power distribution and assemblies, residential products, single and three phase power quality and connectivity products, wiring devices, circuit protection products, utility power distribution products, and power reliability equipment; and hazardous duty electrical equipment, emergency lighting, fire detection, intrinsically safe explosion-proof instrumentation, and structural support systems. It also provides pumps, motors, hydraulic power units, hoses and fittings, and electro-hydraulic pumps; valves, cylinders, electronic controls, electromechanical actuators, sensors, aircraft flap and slat systems, and nose wheel steering systems; hose, thermoplastic tubing products, fittings, adap",NYQ,Mr. Paulo Ruiz Sternadt,Ireland,,FALSE,FALSE,TRUE,https://www.eaton.com,,USD,97303,Dublin,,353 1 637 2900,Eaton House,1.1,2026-05-13T22:58:54
NOC,Northrop Grumman Corporation,551.8,78374068224,551383,830638,554.35,544.1,554.35,551.8,-6.5,-1.1642,558.3,2026-05-13,774.0,453.01,-0.113,142033476,17.308657,31.88,Industrials,Aerospace & Defense,"Northrop Grumman Corporation operates as an aerospace and defense technology company in the United States, Asia/Pacific, Europe, and internationally. It operates through four segments: Aeronautics Systems, Defense Systems, Mission Systems and Space Systems. The Aeronautics Systems segment designs, develops, produces, integrates, sustains, and modernizes aircraft systems. This segment also offers unmanned autonomous aircraft systems, including high-altitude long-endurance strategic, surveillance and reconnaissance systems; and strategic long-range strike aircraft, tactical fighter and air dominance aircraft, and airborne battle management and command and control systems. Its Defense Systems segment designs, develops, integrates, and produces strategic deterrent systems, tactical weapons, and missile defense solutions; and provides sustainment, modernization, and training services for manned and unmanned aircraft and electronics systems. This segment also offers strategic missiles; integ",NYQ,Ms. Kathy J. Warden,United States,,FALSE,FALSE,TRUE,https://www.northropgrumman.com,,USD,95000,Falls Church,VA,703 280 2900,2980 Fairview Park Drive,1.66,2026-05-13T22:58:54
WM,"Waste Management, Inc.",216.44,86917054464,2172195,2107323,215.0,213.29,216.66,216.44,-1.210000000000008,-0.5559,217.65,2026-05-13,248.13,194.11,0.495,401575752,31.368116,6.9,Industrials,Waste Management,"Waste Management, Inc., through its subsidiaries, provides environmental solutions to residential, commercial, industrial, and municipal customers in the United States, Canada, Western Europe, and internationally. It offers collection services, including picking up and transporting waste and recyclable materials from where it was generated to a transfer station, recovery facility, or disposal site; owns and operates transfer stations; and owns, develops, and operates landfill gas-to-energy facilities that produce renewable electricity and renewable natural gas. It also operates materials processing and commodities recycling services, including cardboard, paper, glass, metals, plastics, construction and demolition materials, and other recycling commodities are recovered for resale or redirected for other purposes; markets and resells recycling commodities; recycling brokerage services, such as managing the marketing of recyclable materials for third parties; and other strategic business",NYQ,Mr. James C. Fish Jr.,United States,,FALSE,FALSE,TRUE,https://www.wm.com,,USD,60500,Houston,TX,713 512 6200,800 Capitol Street,1.63,2026-05-13T22:58:54
JPM,JPMorgan Chase & Co.,300.25,804523278336,7696163,9553353,302.27,300.0709,303.0,300.25,-4.6299999999999955,-1.5186,304.88,2026-05-13,337.25,256.0,1.023,2679511418,14.37979,20.88,Financial Services,Banks - Diversified,"JPMorgan Chase & Co. operates as a bank and financial holding company in the United States, rest of North America, Europe, the Middle East, Africa, the Asia Pacific, Latin America, and the Caribbean. It operates in three segments: Consumer & Community Banking, Commercial & Investment Bank, and Asset & Wealth Management. The company offers deposit, investment and lending products, and cash management; mortgage origination and servicing activities; residential mortgages and home equity loans; and credit cards, payment solutions, travel services, merchant offers, lifestyle benefits, auto loans, and leases to consumers and small businesses through bank branches, ATMs, and digital and telephone banking. It also provides investment banking, market-making, financing, custody, and securities products and services; corporate strategy and structure advisory, equity and debt market capital-raising, and loan origination and syndication services; cash and derivative instruments, risk management sol",NYQ,Mr. James  Dimon,United States,,FALSE,FALSE,TRUE,https://www.jpmorganchase.com,,USD,320079,New York,NY,212 270 6000,270 Park Avenue,1.97,2026-05-13T22:58:54
BAC,Bank of America Corporation,49.84,353694089216,22751494,38993181,50.36,49.8,50.78,49.84,-0.9399999999999977,-1.8511,50.78,2026-05-13,57.55,42.35,1.221,7096590651,12.367245,4.03,Financial Services,Banks - Diversified,"Bank of America Corporation, through its subsidiaries, provides various financial products and services for individual consumers, small and middle-market businesses, institutional investors, large corporations, and governments worldwide. It operates through four segments: Consumer Banking, Global Wealth & Investment Management (GWIM), Global Banking, and Global Markets. The Consumer Banking segment offers traditional and money market savings accounts, certificates of deposit and IRAs, checking accounts, and investment accounts and products; credit and debit cards; residential mortgages and home equity loans; and direct and indirect loans. The GWIM segment provides investment management, brokerage, banking, and trust and retirement products and services; wealth management solutions; and customized solutions, including specialty asset management services. The Global Banking segment offers lending products and services, including commercial loans, leases, commitment facilities, trade fina",NYQ,Mr. Brian Thomas Moynihan,United States,,FALSE,FALSE,TRUE,https://www.bankofamerica.com,,USD,212000,Charlotte,NC,(704) 386-5681,Bank of America Corporate Center,2.21,2026-05-13T22:58:54
WFC,Wells Fargo & Company,73.53,225015726080,15542391,17674928,74.15,73.29,74.76,73.53,-1.6500000000000057,-2.1947,75.18,2026-05-13,97.76,71.9,0.96,3060189494,11.36476,6.47,Financial Services,Banks - Diversified,"Wells Fargo & Company, a financial services company, provides diversified banking, investment, mortgage, and consumer and commercial finance products and services in the United States and internationally. It operates through four segments: Consumer Banking and Lending; Commercial Banking; Corporate and Investment Banking; and Wealth and Investment Management. The company's financial products and services includes checking and savings accounts, and credit and debit cards, as well as home, auto, personal, and small business lending services. It also provides personalized wealth management, brokerage, financial planning, lending, private banking, trust and fiduciary products and services; and financial solutions to private, family owned and public companies through products and services including banking and credit products across multiple industry sectors and municipalities, secured lending and lease products, and treasury management. In addition, it offers a suite of capital markets, ba",NYQ,Mr. Charles W. Scharf,United States,,FALSE,FALSE,TRUE,https://www.wellsfargo.com,,USD,200999,San Francisco,CA,415-371-2921,333 Market Street,2.39,2026-05-13T22:58:54
GS,"The Goldman Sachs Group, Inc.",955.42,281855983616,2240476,2181140,941.84,933.0801,959.55,955.42,9.519999999999982,1.0064,945.9,2026-05-13,984.7,582.5,1.274,295007421,17.444221,54.77,Financial Services,Capital Markets,"The Goldman Sachs Group, Inc., a financial institution, provides a range of financial services for corporations, financial institutions, governments, and individuals in the Americas, Europe, the Middle East, Africa, and Asia. It operates through three segments: Global Banking & Markets, Asset & Wealth Management, and Platform Solutions. The Global Banking & Markets segment provides financial advisory services, including strategic advisory assignments related to mergers and acquisitions, divestitures, corporate defense activities, restructurings, and spin-offs; equity and debt underwriting of public offerings and private placements; relationship lending and acquisition financing; secured lending through structured credit and asset-backed lending, such as warehouse, residential and commercial mortgage, corporate, consumer, auto, and student loans; financing through securities purchased under agreements to resell; and commodity financing through structured transactions. This segment also ",NYQ,Mr. David M. Solomon,United States,,FALSE,FALSE,TRUE,https://www.goldmansachs.com,,USD,47000,New York,NY,212 902 1000,200 West Street,1.9,2026-05-13T22:58:54
MS,Morgan Stanley,193.83,305725112320,3426062,6554710,190.71,189.6,194.94,193.83,1.950000000000017,1.0163,191.88,2026-05-13,194.94,123.88,1.207,1577284817,17.572983,11.03,Financial Services,Capital Markets,"Morgan Stanley, a financial holding company, provides various financial products and services to corporations, governments, financial institutions, and individuals in the Americas, Asia, Europe, the Middle East, and Africa. It operates through Institutional Securities, Wealth Management, and Investment Management segments. The company offers capital raising and financial advisory services, including services related to the underwriting of debt, equity securities, and other products, as well as advice on mergers and acquisitions, restructurings, and project finance. It also provides equity and fixed income products comprising sales, financing, prime brokerage, and market-making services; Asia wealth management; business-related investments services; originating corporate and commercial real estate loans, secured lending facilities, and extending securities-based and other financing; and research activities. In addition, the company offers financial advisor-led brokerage, investment advi",NYQ,Mr. Edward N. Pick,United States,,FALSE,FALSE,TRUE,https://www.morganstanley.com,,USD,84000,New York,NY,212 761 4000,1585 Broadway,2.08,2026-05-13T22:58:54
BLK,"BlackRock, Inc.",1094.1,169841491968,822974,802060,1086.54,1076.42,1098.1,1094.1,1.599999999999909,0.1465,1092.5,2026-05-13,1219.94,917.39,1.456,155233989,27.510685,39.77,Financial Services,Asset Management,"BlackRock, Inc. is a publicly owned investment manager. The firm primarily provides its services to institutional, intermediary, and individual investors including corporate, public, union, and industry pension plans, insurance companies, third-party mutual funds, endowments, public institutions, governments, foundations, charities, sovereign wealth funds, corporations, official institutions, and banks. It also provides global risk management and advisory services. The firm manages separate client-focused equity, fixed income, and balanced portfolios. It also launches and manages open-end and closed-end mutual funds, offshore funds, unit trusts, and alternative investment vehicles including structured funds. The firm launches equity, fixed income, balanced, and real estate mutual funds. It also launches equity, fixed income, balanced, currency, commodity, and multi-asset exchange traded funds. The firm also launches and manages hedge funds. It invests in the public equity, fixed income",NYQ,Mr. Laurence Douglas Fink,United States,,FALSE,FALSE,TRUE,https://www.blackrock.com,,USD,25400,New York,NY,212 810 5300,50 Hudson Yards,2.1,2026-05-13T22:58:54
C,Citigroup Inc.,124.1,211662094336,7160338,13995786,125.0,123.76,125.85,124.1,-2.3400000000000034,-1.8507,126.44,2026-05-13,135.29,71.65,1.124,1705576955,15.339926,8.09,Financial Services,Banks - Diversified,"Citigroup Inc., a diversified financial service holding company, provides various financial products and services to consumers, corporations, governments, and institutions. It operates through five segments: Services, Markets, Banking, U.S. Personal Banking, and Wealth. The Services segment includes treasury and trade solutions, which provides cash management, trade, and working capital solutions to multinational corporations, financial institutions, and public sector organizations; and securities services, such as cross-border support for clients, local market expertise, post-trade technologies, data solutions, and various securities services solutions. The Markets segment offers sales and trading services for equities, foreign exchange, rates, spread products, and commodities to corporate, institutional, and public sector clients; and market-making services, including asset classes, risk management solutions, financing, and prime brokerage. The Banking segment includes investment ban",NYQ,Ms. Jane Nind Fraser Ph.D.,United States,,FALSE,FALSE,TRUE,https://www.citigroup.com,,USD,224000,New York,NY,212 559 1000,388 Greenwich Street,1.9,2026-05-13T22:58:54
AXP,American Express Company,309.61,211255083008,2963822,3707798,311.12,307.76,312.08,309.61,-4.699999999999989,-1.4953,314.31,2026-05-13,387.49,281.46,1.084,682326443,19.31441,16.03,Financial Services,Credit Services,"American Express Company, together with its subsidiaries, operates as an integrated payments company in the United States, Europe, the Middle East and Africa, the Asia Pacific, Australia, New Zealand, Latin America, Canada, the Caribbean, and internationally. It operates through four segments: U.S. Consumer Services, Commercial Services, International Card Services, and Global Merchant and Network Services. The company offers credit and charge cards and complementary products and services, including travel, dining, and lifestyle and expense management products and services; and banking and other payment and financing products and services, including deposits and non-card lending. It also provides merchant acquisition and processing, servicing and settlement, fraud prevention, and point-of-sale marketing and information products and services, as well as network services. The company offers its products and services to consumers, small businesses, mid-sized companies, and large corporati",NYQ,Mr. Stephen Joseph Squeri,United States,,FALSE,FALSE,TRUE,https://www.americanexpress.com,,USD,76800,New York,NY,(212) 640-2000,200 Vesey Street,1.21,2026-05-13T22:58:54
SCHW,The Charles Schwab Corporation,91.17,158556979200,7814961,10348731,89.45,89.26,91.78,91.17,0.9899999999999949,1.0978,90.18,2026-05-13,107.5,85.76,0.797,1739135507,18.125248,5.03,Financial Services,Capital Markets,"The Charles Schwab Corporation, together with its subsidiaries, operates as a savings and loan holding company that provides wealth management, securities brokerage, banking, asset management, custody, and financial advisory services in the United States and internationally. The company operates in two segments, Investor Services and Advisor Services. It offers brokerage accounts with equity and fixed income trading, margin lending, options trading, futures and forex trading, and cash management capabilities, including money market funds, and certificates of deposit; third-party mutual funds through the Mutual Fund Marketplace and Mutual Fund OneSource service, as well as mutual fund trading and clearing services to broker-dealers; exchange-traded funds; advisory solutions for managed portfolios, separately managed accounts, customized personal advice for tailored portfolios, specialized planning, and full-time portfolio management; banking products comprising checking and savings acco",NYQ,"Mr. Richard Andrew Wurster C.F.A., CMT",United States,,FALSE,FALSE,TRUE,https://www.aboutschwab.com,,USD,33500,Westlake,TX,817 859 5000,3000 Schwab Way,1.42,2026-05-13T22:58:54
BX,Blackstone Inc.,119.62,146206982144,4922832,8630023,121.6,118.54,121.6,119.62,-3.1400000000000006,-2.5578,122.76,2026-05-13,190.09,101.73,1.634,742180737,30.671795,3.9,Financial Services,Asset Management,"Blackstone Inc. is an alternative asset management firm specializing in private equity, venture capital, real estate, hedge fund solutions, credit, secondary funds of funds, public debt and equity and multi-asset class strategies. The firm typically invests in early-stage, seed, middle market, mature, late venture, growth capital, emerging growth, turnaround, and later stage companies. It also provide capital markets services. The real estate segment specializes in opportunistic, core+ investments as well as debt investment opportunities collateralized by commercial real estate, and stabilized income-oriented commercial real estate across North America, Europe and Asia. Within fund of fund investments, it seeks to invest in private equity funds, venture capital funds, mezzanine funds, distressed debt/turnaround funds, secondary investment funds & real estate funds. The firm's corporate private equity business pursues transactions throughout the world across a variety of transaction typ",NYQ,"Mr. Stephen Allen Schwarzman B.A., M.B.A.",United States,,FALSE,FALSE,TRUE,https://www.blackstone.com,,USD,5285,New York,NY,(212) 583-5000,345 Park Avenue,4.05,2026-05-13T22:58:54
PGR,The Progressive Corporation,195.96,114506571776,2493206,2874715,196.64,195.69,200.58,195.96,-2.4599999999999795,-1.2398,198.42,2026-05-13,289.96,191.75,0.295,584336464,9.967447,19.66,Financial Services,Insurance - Property & Casualty,"The Progressive Corporation operates as an insurance company in the United States. It writes insurance for personal autos and special lines products, including motorcycles, RVs, and watercraft; and personal residential property insurance for homeowners and renters. The company also writes auto-related liability and physical damage insurance for comprising dump trucks, log trucks, garbage trucks, tractors, trailers, straight trucks, tow trucks and wreckers, vans, pick-up trucks, and autos; business-related general liability and commercial property insurance for small businesses; and workers' compensation insurance for the transportation industry. In addition, it offers other specialty property-casualty insurance and provides related services; personal property reinsurance products; and involved in investment activities. It sells its products through independent insurance agencies, as well as online and over the phone. The Progressive Corporation was founded in 1937 and is headquartered ",NYQ,Ms. Susan Patricia Griffith,United States,,FALSE,FALSE,TRUE,https://www.progressive.com,,USD,70053,Mayfield,OH,440 461 5000,300 North Commons Blvd.,7.01,2026-05-13T22:58:54
SPGI,S&P Global Inc.,406.55,120338792448,2587817,2139900,419.44,401.02,420.0729,406.55,-17.620000000000005,-4.154,424.17,2026-05-13,579.05,381.61,1.105,296000000,25.698483,15.82,Financial Services,Financial Data & Stock Exchanges,"S&P Global Inc., together with its subsidiaries, provides benchmarks, data, analytics, and workflow solutions in the global capital, energy and commodity, and automotive markets. It operates through five segments: S&P Global Market Intelligence, S&P Global Ratings, S&P Global Energy, S&P Global Mobility, and S&P Dow Jones Indices. The S&P Global Market Intelligence segment provides multi-asset-class data and analytics integrated with purpose-built workflow solutions. This segment offers Data, Analytics & Insights, a desktop product suite that provides data, analytics, and third-party research for global finance and corporate professionals; research, reference data, market data, derived analytics, and valuation services; enterprise solutions, such as software and workflow solutions; and credit and risk solutions for selling Ratings' credit ratings and related data and research, analytics, and financial risk solutions. The S&P Global Ratings segment operates as an independent provider of",NYQ,Ms. Martina L. Cheung,United States,,FALSE,FALSE,TRUE,https://www.spglobal.com,,USD,44500,New York,NY,212-438-1000,55 Water Street,0.91,2026-05-13T22:58:54
XOM,Exxon Mobil Corporation,151.57,628249657344,8627876,21406183,150.06,149.68,151.79,151.57,0.9399999999999977,0.624,150.63,2026-05-13,176.41,101.19,0.183,4144947162,25.559868,5.93,Energy,Oil & Gas Integrated,"Exxon Mobil Corporation engages in the exploration and production of crude oil and natural gas in the United States, Canada, and internationally. The company operates through Upstream, Energy Products, Chemical Products, and Specialty Products segments. Its Upstream segment explores for and produces crude oil and natural gas. The Energy Products segment offers fuels, aromatics, and catalysts, as well as licensing services. Its Chemical Products segment manufactures and sells olefins, polyolefins, and intermediates. The Specialty Products segment offers finished lubricants, basestocks, waxes, synthetics, elastomers, and resins. It is also involved in the manufacture, trade, transport, and sale of crude oil, natural gas, petroleum products, petrochemicals, and other specialty products; and pursuit of lower-emission and business opportunities, including carbon capture and storage, hydrogen, lower-emission fuels, Proxxima resin systems, carbon materials, low-carbon data center, and lithium",NYQ,Mr. Darren W. Woods,United States,,FALSE,FALSE,TRUE,https://corporate.exxonmobil.com,,USD,57900,Spring,TX,972-940-6000,22777 Springwoods Village Parkway,2.74,2026-05-13T22:58:54
CVX,Chevron Corporation,186.0,370437160960,4831794,12277293,185.81,183.96,186.0,186.0,0.05000000000001137,0.0269,185.95,2026-05-13,214.71,133.77,0.501,1991597732,32.347828,5.75,Energy,Oil & Gas Integrated,"Chevron Corporation, through its subsidiaries, engages in the integrated energy and chemicals operations in the United States and internationally. It operates through Upstream, Downstream, and All Other segments. The Upstream segment engages in the exploration for, development, production, and transportation of crude oil and natural gas; processing, liquefaction, transportation, and regasification of liquefied natural gas; transportation of crude oil through pipelines; transportation, storage, and marketing of natural gas; carbon capture and storage; and operation of a gas-to-liquids plant. Its Downstream segment refines crude oil into petroleum products; markets crude oil, refined products, and lubricants; manufactures and markets renewable fuels; transports crude oil and refined products through pipeline, marine vessel, motor equipment, and rail car; and manufactures and markets commodity petrochemicals, plastics for industrial uses, and fuel and lubricant additives. The All Other se",NYQ,Mr. Michael K. Wirth,United States,,FALSE,FALSE,TRUE,https://www.chevron.com,,USD,43039,Houston,TX,832 854 1000,1400 Smith Street,3.83,2026-05-13T22:58:54
